Id,When,Cal,Alberta,BritishColumbia,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
99076,9/1/2020 12:00:00 AM,Durum,297.43,,,,,,,,,280.81,11/7/2022 9:30:30 AM
99077,9/1/2020 12:00:00 AM,Wheat excluding durum,238.15,,227.5,,252.86,,243.28,235.97,268.79,225.67,11/7/2022 9:30:30 AM
99078,10/1/2020 12:00:00 AM,Durum,294.65,,,,,,,,,288.55,11/7/2022 9:30:30 AM
99079,10/1/2020 12:00:00 AM,Wheat excluding durum,243.87,,241.62,,261.91,,248.74,258.96,267.52,233.22,11/7/2022 9:30:30 AM
99080,11/1/2020 12:00:00 AM,Durum,299.73,,,,,,,,,294.03,11/7/2022 9:30:30 AM
99081,11/1/2020 12:00:00 AM,Wheat excluding durum,246.86,,247.04,,273.12,,261.17,285.07,291.69,241,11/7/2022 9:30:30 AM
99082,12/1/2020 12:00:00 AM,Durum,306.53,,,,,,,,,299.47,11/7/2022 9:30:30 AM
99083,12/1/2020 12:00:00 AM,Wheat excluding durum,252.66,,251.08,,285.76,,258.07,291.32,305.48,244.32,11/7/2022 9:30:30 AM
99084,1/1/2021 12:00:00 AM,Durum,309.46,,,,,,,,,301.76,11/7/2022 9:30:30 AM
99085,1/1/2021 12:00:00 AM,Wheat excluding durum,259.78,,256.9,,290.78,,303.44,299.27,302.03,253.04,11/7/2022 9:30:30 AM
99086,2/1/2021 12:00:00 AM,Durum,315.61,,,,,,,,,319.3,11/7/2022 9:30:30 AM
99087,2/1/2021 12:00:00 AM,Wheat excluding durum,269.26,,263.23,,304.17,,308.26,313.05,317.08,261.35,11/7/2022 9:30:30 AM
99088,3/1/2021 12:00:00 AM,Durum,321.13,,,,,,,,,318.53,11/7/2022 9:30:30 AM
99089,3/1/2021 12:00:00 AM,Wheat excluding durum,274.64,,267.57,,313.9,,313.84,312.17,329.11,266.56,11/7/2022 9:30:30 AM
99090,4/1/2021 12:00:00 AM,Durum,329.78,,,,,,,,,325.3,11/7/2022 9:30:30 AM
99091,4/1/2021 12:00:00 AM,Wheat excluding durum,282.24,,278.67,,329.6,,316.3,322.81,337.25,277.18,11/7/2022 9:30:30 AM
99092,5/1/2021 12:00:00 AM,Durum,330.9,,,,,,,,,325.75,11/7/2022 9:30:30 AM
99093,5/1/2021 12:00:00 AM,Wheat excluding durum,294.49,,293.17,,349.66,,330.59,346,352.3,286.13,11/7/2022 9:30:30 AM
99094,6/1/2021 12:00:00 AM,Durum,330.35,,,,,,,,,329.84,11/7/2022 9:30:30 AM
99095,6/1/2021 12:00:00 AM,Wheat excluding durum,306.49,,303.83,,367.14,,347.12,363.4,350.38,296.99,11/7/2022 9:30:30 AM
99096,7/1/2021 12:00:00 AM,Durum,344.39,,,,,,,,,337.47,11/7/2022 9:30:30 AM
99097,7/1/2021 12:00:00 AM,Wheat excluding durum,322.08,,327.84,,364.34,,343.87,354.17,337.17,316.81,11/7/2022 9:30:30 AM
99098,8/1/2021 12:00:00 AM,Durum,466.58,,,,,,,,,461.15,11/7/2022 9:30:30 AM
99099,8/1/2021 12:00:00 AM,Wheat excluding durum,330.4,,319.02,,362.46,,275.1,255.18,339.43,324.88,11/7/2022 9:30:30 AM
99100,9/1/2021 12:00:00 AM,Durum,593.71,,,,,,,,,635.99,11/7/2022 9:30:30 AM
99101,9/1/2021 12:00:00 AM,Wheat excluding durum,334.85,,329.56,,375.29,,299.64,257.12,340.02,319.12,11/7/2022 9:30:30 AM
99102,10/1/2021 12:00:00 AM,Durum,564.61,,,,,,,,,654.27,11/7/2022 9:30:30 AM
99103,10/1/2021 12:00:00 AM,Wheat excluding durum,345.75,,344.56,,341.03,,299.38,301.88,338.75,341.83,11/7/2022 9:30:30 AM
99104,11/1/2021 12:00:00 AM,Durum,675.64,,,,,,,,,646.24,11/7/2022 9:30:30 AM
99105,11/1/2021 12:00:00 AM,Wheat excluding durum,370.21,,375.21,,354.19,,295.21,336.81,361.51,372.3,11/7/2022 9:30:30 AM
99106,12/1/2021 12:00:00 AM,Durum,667.87,,,,,,,,,586.2,11/7/2022 9:30:30 AM
99107,12/1/2021 12:00:00 AM,Wheat excluding durum,388.2,,386.13,,347.81,,294.64,341.56,392.93,394.19,11/7/2022 9:30:30 AM
99108,1/1/2022 12:00:00 AM,Durum,725.67,,,,,,,,,725.04,11/7/2022 9:30:30 AM
99109,1/1/2022 12:00:00 AM,Wheat excluding durum,401.28,,409.12,,328.8,,300.83,348.74,402.19,403.3,11/7/2022 9:30:30 AM
99110,2/1/2022 12:00:00 AM,Durum,696.26,,,,,,,,,715.32,11/7/2022 9:30:30 AM
99111,2/1/2022 12:00:00 AM,Wheat excluding durum,422.03,,413.47,,321.88,,305.54,354.2,407.83,429.54,11/7/2022 9:30:30 AM
99112,3/1/2022 12:00:00 AM,Durum,713.2,,,,,,,,,678.6,11/7/2022 9:30:30 AM
99113,3/1/2022 12:00:00 AM,Wheat excluding durum,455.97,,450.86,,348.8,,320.51,359.29,438.03,449.58,11/7/2022 9:30:30 AM
99114,4/1/2022 12:00:00 AM,Durum,678.14,,,,,,,,,629.13,11/7/2022 9:30:30 AM
99115,4/1/2022 12:00:00 AM,Wheat excluding durum,478.05,,476.56,,350.12,,329.94,369.87,488.25,473.12,11/7/2022 9:30:30 AM
99116,5/1/2022 12:00:00 AM,Durum,633.23,,,,,,,,,620.09,11/7/2022 9:30:30 AM
99117,5/1/2022 12:00:00 AM,Wheat excluding durum,515.42,,515.45,,359.73,,342.87,393.97,523.04,506.74,11/7/2022 9:30:30 AM
99118,6/1/2022 12:00:00 AM,Durum,625.6,,,,,,,,,613.87,11/7/2022 9:30:30 AM
99119,6/1/2022 12:00:00 AM,Wheat excluding durum,520.73,,514.59,,397.89,,365.36,403.83,518.51,514.42,11/7/2022 9:30:30 AM
99120,7/1/2022 12:00:00 AM,Durum,539.68,,,,,,,,,578.55,11/7/2022 9:30:30 AM
99121,7/1/2022 12:00:00 AM,Wheat excluding durum,479.97,,465.56,,391.43,,354.56,391.91,416.8,467.97,11/7/2022 9:30:30 AM
99122,8/1/2022 12:00:00 AM,Durum,499.18,,,,,,,,,496.21,11/7/2022 9:30:30 AM
99123,8/1/2022 12:00:00 AM,Wheat excluding durum,424.97,,412.83,,352.28,,315.56,348.3,380.45,411.12,11/7/2022 9:30:30 AM
99124,9/1/2022 12:00:00 AM,Durum,480.71,,,,,,,,,456.91,11/7/2022 9:30:30 AM
99125,9/1/2022 12:00:00 AM,Wheat excluding durum,421.39,,408.9,,324.1,,290.32,266.79,,410.91,11/7/2022 9:30:30 AM
